"short_name","age","height_cm","weight_kg","overall","potential","value_eur","wage_eur","release_clause_eur","club_name","league_name","club_position","nationality_name","preferred_foot","gender","eficiencia_salarial","indice_proyeccion","gap_mercado","general_position","overall_tier"
"R. Borgella",30,172,60,74,74,4100000,850,9000000,"Le Havre W","Feminine Division 1","SUB","Haiti","Right","Female",0.0869565217391304,0,4900000,"Otros","Bajo (<75)"
"L. Cance",28,168,65,74,74,4200000,800,9200000,"Le Havre W","Feminine Division 1","SUB","France","Right","Female",0.0923845193508115,0,5e+06,"Otros","Bajo (<75)"
"E. Sumo",29,169,59,74,74,4100000,800,9000000,"Le Havre W","Feminine Division 1","CM","France","Right","Female",0.0923845193508115,0,4900000,"Centrocampista","Bajo (<75)"
"S. Demeyere",31,158,48,74,74,3500000,750,7700000,"Le Havre W","Feminine Division 1","LM","Belgium","Left","Female",0.0985352862849534,0,4200000,"Centrocampista","Bajo (<75)"
"Marta Unzué",34,170,59,74,74,1400000,700,2900000,"Athletic Bilbao W","Primera Division Women","RDM","Spain","Right","Female",0.105563480741797,0,1500000,"Otros","Bajo (<75)"
"K. N'Guessan",32,153,45,74,74,3300000,850,7300000,"UDG Tenerife W","Primera Division Women","RW","Côte d'Ivoire","Right","Female",0.0869565217391304,0,4e+06,"Delantero","Bajo (<75)"
"Estella",29,170,63,74,74,3700000,750,8100000,"UDG Tenerife W","Primera Division Women","RB","Spain","Right","Female",0.0985352862849534,0,4400000,"Defensa","Bajo (<75)"
"Jana",21,162,56,73,88,7e+06,500,18700000,"Barcelona W","Primera Division Women","SUB","Spain","Right","Female",0.145708582834331,0.714285714285714,11700000,"Otros","Bajo (<75)"
"J. Pollak",21,174,62,73,86,7e+06,500,19800000,"RB Leipzig W","Bundesliga Women","LB","Germany","Left","Female",0.145708582834331,0.619047619047619,12800000,"Defensa","Bajo (<75)"
"A. Ale",21,166,59,73,86,7e+06,500,19100000,"Tottenham W","Women's Super League","LB","England","Right","Female",0.145708582834331,0.619047619047619,12100000,"Defensa","Bajo (<75)"
"L. Blindkilde Brown",19,162,56,73,86,7e+06,500,19100000,"Aston Villa W","Women's Super League","SUB","England","Right","Female",0.145708582834331,0.684210526315789,12100000,"Otros","Bajo (<75)"
"Ane Elexpuru",20,160,55,73,86,7500000,500,20400000,"Athletic Bilbao W","Primera Division Women","SUB","Spain","Right","Female",0.145708582834331,0.65,12900000,"Otros","Bajo (<75)"
"M. Hamano",19,165,56,73,86,7500000,500,20100000,"Chelsea W","Women's Super League","RES","Japan","Right","Female",0.145708582834331,0.684210526315789,12600000,"Otros","Bajo (<75)"
"F. Bentley",22,164,58,73,85,6500000,500,15600000,"Bristol City W","Women's Super League","GK","England","Right","Female",0.145708582834331,0.545454545454545,9100000,"Portero","Bajo (<75)"
"A. Leat",22,175,66,73,84,6e+06,500,13800000,"Aston Villa W","Women's Super League","SUB","New Zealand","Right","Female",0.145708582834331,0.5,7800000,"Otros","Bajo (<75)"
"S. Kassi",19,167,60,73,83,6e+06,500,13800000,"Fleury 91 W","Feminine Division 1","SUB","Morocco","Right","Female",0.145708582834331,0.526315789473684,7800000,"Otros","Bajo (<75)"
"B. Sterner",20,164,57,73,83,6500000,500,15600000,"SGS Essen W","Bundesliga Women","RB","Germany","Right","Female",0.145708582834331,0.5,9100000,"Defensa","Bajo (<75)"
"K. Piljić",19,171,62,73,83,6e+06,500,14400000,"SGS Essen W","Bundesliga Women","LDM","Germany","Right","Female",0.145708582834331,0.526315789473684,8400000,"Otros","Bajo (<75)"
"V. Endemann",21,171,63,73,83,7e+06,600,15800000,"Wolfsburg W","Bundesliga Women","SUB","Germany","Right","Female",0.121464226289517,0.476190476190476,8800000,"Otros","Bajo (<75)"
"S. O'Brien",21,171,64,73,83,7e+06,600,16800000,"Leicester City W","Women's Super League","SUB","England","Right","Female",0.121464226289517,0.476190476190476,9800000,"Otros","Bajo (<75)"
"C. Blanc",20,176,66,73,83,6500000,500,15000000,"Montpellier W","Feminine Division 1","SUB","France","Right","Female",0.145708582834331,0.5,8500000,"Otros","Bajo (<75)"
"E. Terland",22,171,63,73,83,7e+06,650,16100000,"Brighton & Hove Albion W","Women's Super League","SUB","Norway","Right","Female",0.112135176651306,0.454545454545455,9100000,"Otros","Bajo (<75)"
"M. Haelewyn",18,172,66,73,83,6e+06,500,14400000,"Bordeaux W","Feminine Division 1","RCB","France","Right","Female",0.145708582834331,0.555555555555556,8400000,"Defensa","Bajo (<75)"
"F. Liaigre",18,162,56,73,83,6e+06,500,14400000,"Bordeaux W","Feminine Division 1","LB","France","Right","Female",0.145708582834331,0.555555555555556,8400000,"Defensa","Bajo (<75)"
"Berta Pujadas",23,172,66,73,83,6500000,550,15600000,"Valencia W","Primera Division Women","RCB","Spain","Left","Female",0.132486388384755,0.434782608695652,9100000,"Defensa","Bajo (<75)"
"Landulaze",22,170,57,73,83,6500000,550,15000000,"Athletic Bilbao W","Primera Division Women","RB","Spain","Right","Female",0.132486388384755,0.454545454545455,8500000,"Defensa","Bajo (<75)"
"G. Monday",21,168,60,73,83,7e+06,600,16800000,"UDG Tenerife W","Primera Division Women","SUB","Nigeria","Right","Female",0.121464226289517,0.476190476190476,9800000,"Otros","Bajo (<75)"
"A. Thöle",19,170,60,73,83,6e+06,500,14400000,"Nürnberg W","Bundesliga Women","LCB","Germany","Right","Female",0.145708582834331,0.526315789473684,8400000,"Defensa","Bajo (<75)"
"C. Ould Hocine",21,167,55,73,82,6500000,500,15000000,"Paris W","Feminine Division 1","SUB","France","Right","Female",0.145708582834331,0.428571428571429,8500000,"Otros","Bajo (<75)"
"T. Eninger",21,158,48,73,82,7e+06,600,16800000,"Stade de Reims W","Feminine Division 1","RW","France","Right","Female",0.121464226289517,0.428571428571429,9800000,"Delantero","Bajo (<75)"
"L. Parker",24,173,66,73,82,6500000,550,15000000,"Aston Villa W","Women's Super League","SUB","England","Right","Female",0.132486388384755,0.375,8500000,"Otros","Bajo (<75)"
"E. Mbakem-Niaro",21,180,71,73,82,7e+06,600,16100000,"Montpellier W","Feminine Division 1","SUB","France","Right","Female",0.121464226289517,0.428571428571429,9100000,"Otros","Bajo (<75)"
"M. Kearns",22,167,58,73,82,7e+06,600,16800000,"Liverpool W","Women's Super League","SUB","England","Right","Female",0.121464226289517,0.409090909090909,9800000,"Otros","Bajo (<75)"
"M. Grec",23,182,73,73,82,6500000,550,15600000,"Dijon W","Feminine Division 1","RCB","Poland","Right","Female",0.132486388384755,0.391304347826087,9100000,"Defensa","Bajo (<75)"
"Violeta Quiles",23,165,59,73,82,7e+06,600,16800000,"Real Betis W","Primera Division Women","LM","Spain","Left","Female",0.121464226289517,0.391304347826087,9800000,"Centrocampista","Bajo (<75)"
"Laia Ballesté",24,172,60,73,82,6500000,550,15600000,"Huelva W","Primera Division Women","RCB","Spain","Right","Female",0.132486388384755,0.375,9100000,"Defensa","Bajo (<75)"
"L. Lichtfus",23,172,62,73,81,6e+06,500,14400000,"Dijon W","Feminine Division 1","GK","Belgium","Right","Female",0.145708582834331,0.347826086956522,8400000,"Portero","Bajo (<75)"
"L. Doorn",22,183,69,73,81,6500000,550,15000000,"Hoffenheim W","Bundesliga Women","SUB","Netherlands","Left","Female",0.132486388384755,0.363636363636364,8500000,"Otros","Bajo (<75)"
"L. Wienroither",24,165,58,73,80,6e+06,550,13500000,"Arsenal W","Women's Super League","RB","Austria","Right","Female",0.132486388384755,0.291666666666667,7500000,"Defensa","Bajo (<75)"
"N. El Chad",20,167,65,73,80,5500000,500,13200000,"Lille W","Feminine Division 1","RCB","Morocco","Right","Female",0.145708582834331,0.35,7700000,"Defensa","Bajo (<75)"
"L. Kiernan",24,164,52,73,80,6e+06,650,14400000,"Liverpool W","Women's Super League","SUB","Republic of Ireland","Right","Female",0.112135176651306,0.291666666666667,8400000,"Otros","Bajo (<75)"
"S. Haug",24,178,68,73,80,6e+06,650,14400000,"Liverpool W","Women's Super League","SUB","Norway","Right","Female",0.112135176651306,0.291666666666667,8400000,"Otros","Bajo (<75)"
"N. Richard",22,159,54,73,80,6e+06,600,14400000,"Guingamp W","Feminine Division 1","RCM","France","Right","Female",0.121464226289517,0.318181818181818,8400000,"Centrocampista","Bajo (<75)"
"M. Sieber",20,180,66,73,80,5e+06,500,12000000,"Guingamp W","Feminine Division 1","GK","France","Right","Female",0.145708582834331,0.35,7e+06,"Portero","Bajo (<75)"
"Z. Stiévenart",21,166,58,73,80,6e+06,600,14400000,"Le Havre W","Feminine Division 1","SUB","France","Right","Female",0.121464226289517,0.333333333333333,8400000,"Otros","Bajo (<75)"
"Y. Mrabet",23,174,62,73,80,6e+06,600,14400000,"Levante Las Planas W","Primera Division Women","RCM","Morocco","Right","Female",0.121464226289517,0.304347826086957,8400000,"Centrocampista","Bajo (<75)"
"M. Boucly",21,175,55,73,80,6e+06,500,14400000,"Lille W","Feminine Division 1","LM","France","Left","Female",0.145708582834331,0.333333333333333,8400000,"Centrocampista","Bajo (<75)"
"S. MacIver",25,175,65,73,79,3800000,500,8700000,"Manchester City W","Women's Super League","SUB","England","Right","Female",0.145708582834331,0.24,4900000,"Otros","Bajo (<75)"
"J. Lopez",24,168,62,73,79,4500000,550,NA,"Valencia W","Primera Division Women","SUB","Mexico","Left","Female",0.132486388384755,0.25,NA,"Otros","Bajo (<75)"
"C. Siems",24,164,57,73,79,4500000,550,10400000,"Bayer Leverkusen W","Bundesliga Women","SUB","Germany","Right","Female",0.132486388384755,0.25,5900000,"Otros","Bajo (<75)"
"J. Hechler",24,174,65,73,79,4500000,550,10800000,"Köln W","Bundesliga Women","SUB","Germany","Right","Female",0.132486388384755,0.25,6300000,"Otros","Bajo (<75)"
"S. Tierney",24,167,59,73,79,4400000,550,10600000,"Leicester City W","Women's Super League","LDM","England","Right","Female",0.132486388384755,0.25,6200000,"Otros","Bajo (<75)"
"A. Donnary",21,161,55,73,79,4900000,500,11800000,"Guingamp W","Feminine Division 1","LCM","France","Right","Female",0.145708582834331,0.285714285714286,6900000,"Centrocampista","Bajo (<75)"
"R. Enguehard",23,163,54,73,79,4500000,550,10800000,"Le Havre W","Feminine Division 1","LB","France","Right","Female",0.132486388384755,0.260869565217391,6300000,"Defensa","Bajo (<75)"
"K. Marckese",25,180,69,73,79,3800000,500,NA,"Bristol City W","Women's Super League","SUB","United States","Right","Female",0.145708582834331,0.24,NA,"Otros","Bajo (<75)"
"A. Bienz",20,167,61,73,79,4800000,600,11500000,"Köln W","Bundesliga Women","RS","Switzerland","Right","Female",0.121464226289517,0.3,6700000,"Delantero","Bajo (<75)"
"A. Rieke",24,172,63,73,79,4800000,600,11500000,"SGS Essen W","Bundesliga Women","RM","Germany","Right","Female",0.121464226289517,0.25,6700000,"Centrocampista","Bajo (<75)"
"Leidi",24,174,66,73,79,4400000,550,10100000,"Fleury 91 W","Feminine Division 1","SUB","Brazil","Left","Female",0.132486388384755,0.25,5700000,"Otros","Bajo (<75)"
"Mariasun Quiñones",26,172,72,73,78,3500000,500,7600000,"Athletic Bilbao W","Primera Division Women","SUB","Spain","Right","Female",0.145708582834331,0.192307692307692,4100000,"Otros","Bajo (<75)"
"J. Zigiotti",25,165,59,73,78,4400000,650,9600000,"Brighton & Hove Albion W","Women's Super League","RDM","Sweden","Right","Female",0.112135176651306,0.2,5200000,"Otros","Bajo (<75)"
"K. Talaslahti",22,172,68,73,78,3800000,500,8600000,"Le Havre W","Feminine Division 1","SUB","Finland","Right","Female",0.145708582834331,0.227272727272727,4800000,"Otros","Bajo (<75)"
"S. Hayles",23,165,58,73,78,4700000,650,10700000,"Bristol City W","Women's Super League","ST","Jamaica","Left","Female",0.112135176651306,0.217391304347826,6e+06,"Delantero","Bajo (<75)"
"M. Finnigan",25,174,59,73,78,4e+06,600,8700000,"Everton W","Women's Super League","LCB","England","Right","Female",0.121464226289517,0.2,4700000,"Defensa","Bajo (<75)"
"C. Morché",26,188,80,73,78,3500000,500,7600000,"Montpellier W","Feminine Division 1","GK","United States","Right","Female",0.145708582834331,0.192307692307692,4100000,"Portero","Bajo (<75)"
"M. Martins",25,155,50,73,78,4200000,600,9600000,"Dijon W","Feminine Division 1","LB","Portugal","Left","Female",0.121464226289517,0.2,5400000,"Defensa","Bajo (<75)"
"K. Szemik",26,182,70,73,78,3500000,500,8000000,"Stade de Reims W","Feminine Division 1","GK","Poland","Right","Female",0.145708582834331,0.192307692307692,4500000,"Portero","Bajo (<75)"
"C. Gavory",25,156,48,73,78,4400000,650,10000000,"Le Havre W","Feminine Division 1","RCM","France","Right","Female",0.112135176651306,0.2,5600000,"Centrocampista","Bajo (<75)"
"Natalia Montilla",24,169,60,73,78,4600000,600,10500000,"Real Betis W","Primera Division Women","SUB","Spain","Right","Female",0.121464226289517,0.208333333333333,5900000,"Otros","Bajo (<75)"
"A. Peniguel",24,170,60,73,77,4400000,650,10000000,"Guingamp W","Feminine Division 1","LS","France","Right","Female",0.112135176651306,0.166666666666667,5600000,"Delantero","Bajo (<75)"
"Soldevila",26,166,52,73,77,3800000,650,8600000,"Villarreal W","Primera Division Women","RDM","Spain","Right","Female",0.112135176651306,0.153846153846154,4800000,"Otros","Bajo (<75)"
"E. Launay",25,169,62,73,77,3300000,500,7500000,"Lille W","Feminine Division 1","GK","France","Right","Female",0.145708582834331,0.16,4200000,"Portero","Bajo (<75)"
"C. Bösl",26,173,66,73,76,3100000,500,6700000,"Eintracht Frankfurt W","Bundesliga Women","SUB","Germany","Right","Female",0.145708582834331,0.115384615384615,3600000,"Otros","Bajo (<75)"
"S. Matheis",26,170,59,73,76,4e+06,700,9100000,"Werder Bremen W","Bundesliga Women","RDM","Germany","Right","Female",0.10413694721826,0.115384615384615,5100000,"Otros","Bajo (<75)"
"J. Sehan",26,164,56,73,76,4e+06,750,9100000,"Werder Bremen W","Bundesliga Women","LS","Germany","Right","Female",0.0972037283621838,0.115384615384615,5100000,"Delantero","Bajo (<75)"
"C. Brosnan",27,175,73,73,76,3e+06,500,6500000,"Everton W","Women's Super League","SUB","Republic of Ireland","Right","Female",0.145708582834331,0.111111111111111,3500000,"Otros","Bajo (<75)"
"A. Lahmari",26,164,59,73,76,4e+06,700,9100000,"Levante Las Planas W","Primera Division Women","SUB","Morocco","Right","Female",0.10413694721826,0.115384615384615,5100000,"Otros","Bajo (<75)"
"Kanteh",25,168,60,73,76,4100000,750,9300000,"Villarreal W","Primera Division Women","RW","Spain","Left","Female",0.0972037283621838,0.12,5200000,"Delantero","Bajo (<75)"
"Carla Armengol",25,164,53,73,76,4e+06,650,9100000,"Real Betis W","Primera Division Women","RM","Spain","Right","Female",0.112135176651306,0.12,5100000,"Centrocampista","Bajo (<75)"
"R. Otu",26,175,62,73,76,3600000,650,8200000,"Saint-Étienne W","Feminine Division 1","LCM","Nigeria","Right","Female",0.112135176651306,0.115384615384615,4600000,"Centrocampista","Bajo (<75)"
"G. Lambert",29,173,63,73,75,2500000,550,5400000,"Freiburg W","Bundesliga Women","RES","Canada","Left","Female",0.132486388384755,0.0689655172413793,2900000,"Otros","Bajo (<75)"
"M. Diakité",28,171,61,73,75,3100000,650,6700000,"Fleury 91 W","Feminine Division 1","SUB","Côte d'Ivoire","Right","Female",0.112135176651306,0.0714285714285714,3600000,"Otros","Bajo (<75)"
"J. Pal",26,174,65,73,75,2900000,500,6600000,"Köln W","Bundesliga Women","GK","Austria","Right","Female",0.145708582834331,0.0769230769230769,3700000,"Portero","Bajo (<75)"
"A. Lamontagne",26,168,65,73,74,3600000,750,8200000,"Saint-Étienne W","Feminine Division 1","ST","Canada","Right","Female",0.0972037283621838,0.0384615384615385,4600000,"Delantero","Bajo (<75)"
"Leles Carrión",26,165,60,73,74,3600000,700,8200000,"Real Betis W","Primera Division Women","RCM","Spain","Right","Female",0.10413694721826,0.0384615384615385,4600000,"Centrocampista","Bajo (<75)"
"Paula Perea",27,157,52,73,74,3200000,650,7300000,"Real Betis W","Primera Division Women","LB","Spain","Left","Female",0.112135176651306,0.037037037037037,4100000,"Defensa","Bajo (<75)"
"C. Pérez",28,171,62,73,74,2400000,550,5500000,"Werder Bremen W","Bundesliga Women","GK","Colombia","Right","Female",0.132486388384755,0.0357142857142857,3100000,"Portero","Bajo (<75)"
"G. Bonner",31,178,67,73,73,2100000,650,4600000,"Liverpool W","Women's Super League","RCB","England","Right","Female",0.112135176651306,0,2500000,"Defensa","Bajo (<75)"
"R. Lavaud",31,158,56,73,73,2500000,700,5500000,"Dijon W","Feminine Division 1","SUB","France","Right","Female",0.10413694721826,0,3e+06,"Otros","Bajo (<75)"
"Débora",33,163,52,73,73,1600000,650,3500000,"Sevilla W","Primera Division Women","RB","Spain","Right","Female",0.112135176651306,0,1900000,"Defensa","Bajo (<75)"
"M. Léger",27,167,67,73,73,3200000,700,7000000,"Guingamp W","Feminine Division 1","SUB","France","Right","Female",0.10413694721826,0,3800000,"Otros","Bajo (<75)"
"K. Araya",32,162,62,73,73,2400000,700,5000000,"Madrid CFF W","Primera Division Women","RCM","Chile","Right","Female",0.10413694721826,0,2600000,"Centrocampista","Bajo (<75)"
"L. Staniforth",30,157,54,73,73,2900000,700,6100000,"Aston Villa W","Women's Super League","CM","England","Right","Female",0.10413694721826,0,3200000,"Centrocampista","Bajo (<75)"
"N. Matlou",37,166,61,73,73,550000,500,1200000,"Eibar W","Primera Division Women","RCB","South Africa","Right","Female",0.145708582834331,0,650000,"Defensa","Bajo (<75)"
"T. Sissoko",30,173,65,73,73,2500000,650,5300000,"Paris W","Feminine Division 1","RCB","France","Right","Female",0.112135176651306,0,2800000,"Defensa","Bajo (<75)"
"P. Browne",29,173,66,73,73,3e+06,800,6600000,"Saint-Étienne W","Feminine Division 1","LW","Saint Kitts and Nevis","Left","Female",0.0911360799001248,0,3600000,"Delantero","Bajo (<75)"
"V. Bruce",29,163,52,73,73,2500000,650,5500000,"Bristol City W","Women's Super League","LCB","United States","Right","Female",0.112135176651306,0,3e+06,"Defensa","Bajo (<75)"
"María Diaz",28,163,59,73,73,3100000,750,6800000,"Dijon W","Feminine Division 1","RM","Spain","Right","Female",0.0972037283621838,0,3700000,"Centrocampista","Bajo (<75)"
"R. Laws",32,175,66,73,73,1500000,500,3300000,"Liverpool W","Women's Super League","GK","England","Right","Female",0.145708582834331,0,1800000,"Portero","Bajo (<75)"
"N. Fahey",35,170,63,73,73,8e+05,500,1800000,"Liverpool W","Women's Super League","CB","Republic of Ireland","Right","Female",0.145708582834331,0,1e+06,"Defensa","Bajo (<75)"
"J. Matthews",30,171,58,73,73,2500000,650,5500000,"Liverpool W","Women's Super League","SUB","England","Left","Female",0.112135176651306,0,3e+06,"Otros","Bajo (<75)"
"A. James",29,162,57,73,73,3e+06,750,6300000,"Tottenham W","Women's Super League","RCM","Wales","Right","Female",0.0972037283621838,0,3300000,"Centrocampista","Bajo (<75)"
